"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","학년","성별","왕복오래달리기(회)","오래달리기걷기(초)","스텝검사(PEI)","앉아윗몸앞으로굽히기(cm)","종합유연성(점)","(무릎대고)팔굽혀펴기(회)","윗몸말아올리기(회)","악력(kg)","50m달리기(초)","제자리멀리뛰기(cm)","BMI(kg/㎡)","체지방률(%fat)","인원","%","인원","%","인원","%","인원","%","인원","%","검사인원수"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000438","정주고등학교","04","사립","N","","3학년","남자","49.3","0.00","","11.8","","","","43.7","","221.8","25.5","","2","4.1","10","20.4","17","34.7","20","40.8","0","0","49"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000438","정주고등학교","04","사립","N","","3학년","여자","23","0.00","","14.4","","","","26.6","","147.7","23.2","","0","0","10","12.8","46","59","21","26.9","1","1.3","78"
"전라북도교육청","전라북도교육청","전라북도 부안군","S130000442","줄포자동차공업고등학교","04","공립","N","","1학년","남자","33.7","0.00","","13.4","","","","46.1","","209","23.8","","1","2.8","7","19.4","20","55.6","7","19.4","1","2.8","36"
"전라북도교육청","전라북도교육청","전라북도 부안군","S130000442","줄포자동차공업고등학교","04","공립","N","","2학년","남자","38.7","0.00","","11.3","","","","45.2","","230.7","25.1","","0","0","8","21.6","14","37.8","13","35.1","2","5.4","37"
"전라북도교육청","전라북도교육청","전라북도 부안군","S130000442","줄포자동차공업고등학교","04","공립","N","","3학년","남자","38.7","0.00","","12","","","","51.9","","232","26.1","","2","4.8","7","16.7","20","47.6","10","23.8","3","7.1","42"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130000443","진경여자고등학교","04","사립","N","","1학년","여자","","5.59","44.9","12.3","","","40","24.9","9.4","137.5","23.5","","1","1.2","3","3.7","38","46.3","35","42.7","5","6.1","82"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130000443","진경여자고등학교","04","사립","N","","2학년","여자","","0.00","45.9","11.9","","","","24.3","","140","24.1","","0","0","5","7.2","30","43.5","27","39.1","7","10.1","69"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130000443","진경여자고등학교","04","사립","N","","3학년","여자","","0.00","47.9","11.5","","","","25.2","","142.1","24.8","","1","1.2","5","6","35","41.7","36","42.9","7","8.3","84"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130000446","진안공업고등학교","04","공립","N","","1학년","남자","49.8","0.00","","15.9","","","","45.6","","214","23.7","","2","3.2","23","36.5","38","60.3","0","0","0","0","63"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130000446","진안공업고등학교","04","공립","N","","2학년","남자","57.4","0.00","","17.2","","","","48.3","","217.5","24.7","","4","5.3","27","36","44","58.7","0","0","0","0","75"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130000446","진안공업고등학교","04","공립","N","","3학년","남자","42.7","0.00","","14.1","","","","49.2","","216.2","24.7","","0","0","13","16.5","52","65.8","13","16.5","1","1.3","79"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130000447","진안제일고등학교","04","공립","N","","1학년","남자","51.3","0.00","","12.5","","","","44.7","","198.8","22.2","","0","0","6","33.3","10","55.6","2","11.1","0","0","18"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130000447","진안제일고등학교","04","공립","N","","1학년","여자","29.5","0.00","","21.4","","","","29.8","","163.2","24.1","","0","0","11","64.7","5","29.4","1","5.9","0","0","17"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130000447","진안제일고등학교","04","공립","N","","2학년","남자","46.8","0.00","","11.4","","","","45.6","","208.8","24.3","","0","0","8","36.4","7","31.8","6","27.3","1","4.5","22"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130000447","진안제일고등학교","04","공립","N","","2학년","여자","20.7","0.00","","15.9","","","","28.6","","149.8","22.7","","0","0","6","27.3","13","59.1","3","13.6","0","0","22"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130000447","진안제일고등학교","04","공립","N","","3학년","남자","66.2","0.00","","15.5","","","","47.6","","235.3","21.4","","2","8.7","10","43.5","9","39.1","2","8.7","0","0","23"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130000447","진안제일고등학교","04","공립","N","","3학년","여자","28","0.00","","18.1","","","","29","","161.9","23.7","","2","9.5","3","14.3","14","66.7","1","4.8","1","4.8","21"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000448","칠보고등학교","04","공립","N","","1학년","남자","28.7","0.00","","18.3","","","","36.8","","215","22.3","","0","0","0","0","3","100","0","0","0","0","3"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000448","칠보고등학교","04","공립","N","","1학년","여자","15","0.00","50.7","21.8","","","11","23.5","","155","23.2","","0","0","1","50","0","0","1","50","0","0","2"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000448","칠보고등학교","04","공립","N","","2학년","남자","31.8","0.00","","14","","","","44","","205","26.7","","0","0","1","20","1","20","3","60","0","0","5"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000448","칠보고등학교","04","공립","N","","3학년","남자","29","0.00","","5","","","","35.3","","165","25.7","","0","0","0","0","0","0","0","0","1","100","1"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000450","태인고등학교","04","사립","N","","1학년","남자","","11.15","","9.5","","","","42.4","","185.3","22.2","","0","0","1","4.5","10","45.5","11","50","0","0","22"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000450","태인고등학교","04","사립","N","","1학년","여자","","11.42","","18.8","","","","27.4","","133.9","22.2","","0","0","2","12.5","9","56.3","5","31.3","0","0","16"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000450","태인고등학교","04","사립","N","","2학년","남자","","9.48","","9.1","","","","42.5","","172.1","24.4","","0","0","2","8","11","44","10","40","2","8","25"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000450","태인고등학교","04","사립","N","","2학년","여자","","10.11","","16.2","","","","25.6","","121.1","21.9","","0","0","2","15.4","7","53.8","3","23.1","1","7.7","13"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000450","태인고등학교","04","사립","N","","3학년","남자","","9.36","","13.2","","","","45.9","","201.4","26.1","","0","0","3","11.5","12","46.2","7","26.9","4","15.4","26"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000450","태인고등학교","04","사립","N","","3학년","여자","","10.37","","14.3","","","","30","","142.4","23.4","","0","0","3","17.6","7","41.2","6","35.3","1","5.9","17"
"전라북도교육청","전라북도교육청","전라북도 무주군","S130000452","푸른꿈고등학교","04","사립","N","","1학년","남자","48.1","0.00","","14","","","57.5","","7.4","","22.9","","0","0","8","53.3","5","33.3","2","13.3","0","0","15"
"전라북도교육청","전라북도교육청","전라북도 무주군","S130000452","푸른꿈고등학교","04","사립","N","","1학년","여자","18.3","0.00","37.1","19.6","","","33.4","","9.3","","21.6","","0","0","4","50","4","50","0","0","0","0","8"
"전라북도교육청","전라북도교육청","전라북도 무주군","S130000452","푸른꿈고등학교","04","사립","N","","2학년","남자","51.1","0.00","","13.8","","","56.9","","7.7","","22.4","","1","5","7","35","10","50","2","10","0","0","20"
"전라북도교육청","전라북도교육청","전라북도 무주군","S130000452","푸른꿈고등학교","04","사립","N","","2학년","여자","31.8","0.00","","15","","","42.4","","9","","21.7","","2","15.4","5","38.5","5","38.5","1","7.7","0","0","13"
"전라북도교육청","전라북도교육청","전라북도 무주군","S130000452","푸른꿈고등학교","04","사립","N","","3학년","남자","60.9","0.00","","12.6","","","52.9","","7.4","","21.7","","0","0","6","46.2","5","38.5","2","15.4","0","0","13"
"전라북도교육청","전라북도교육청","전라북도 무주군","S130000452","푸른꿈고등학교","04","사립","N","","3학년","여자","26.6","0.00","","20.7","","","49.4","","9.4","","22.1","","3","13.6","12","54.5","6","27.3","1","4.5","0","0","22"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000454","학산고등학교","04","사립","N","","1학년","여자","","0.00","49.5","13.5","","","15.1","","","152.1","22.3","","0","0","9","9.2","59","60.2","30","30.6","0","0","98"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000454","학산고등학교","04","사립","N","","2학년","여자","","0.00","49.2","16.5","","","15.3","","","156.6","23.1","","0","0","21","21.4","46","46.9","31","31.6","0","0","98"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000454","학산고등학교","04","사립","N","","3학년","여자","","0.00","49.6","14","","","12.9","","","150.9","22.5","","0","0","14","11.9","66","55.9","37","31.4","1",".8","118"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000456","한국전통문화고등학교","04","공립","N","","1학년","남자","49.6","0.00","","10.6","","","","37.5","","186.5","21.8","","0","0","4","22.2","10","55.6","4","22.2","0","0","18"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000456","한국전통문화고등학교","04","공립","N","","1학년","여자","29","0.00","","17.9","","","","26.1","","141.3","23.1","","1","1.7","17","29.3","32","55.2","7","12.1","1","1.7","58"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000456","한국전통문화고등학교","04","공립","N","","2학년","남자","57","0.00","","12.6","","","","44.1","","213.4","22.5","","0","0","6","30","9","45","5","25","0","0","20"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000456","한국전통문화고등학교","04","공립","N","","2학년","여자","26.3","0.00","","16","","","","24.9","","138.2","21","","0","0","10","17.9","30","53.6","16","28.6","0","0","56"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000456","한국전통문화고등학교","04","공립","N","","3학년","남자","44.6","0.00","","13.3","","","","45.3","","213.1","23.1","","1","6.7","4","26.7","6","40","4","26.7","0","0","15"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000456","한국전통문화고등학교","04","공립","N","","3학년","여자","21.5","0.00","","15.6","","","","28.2","","136.2","22.3","","0","0","10","15.6","28","43.8","23","35.9","3","4.7","64"
"전라북도교육청","전라북도교육청","전라북도 남원시","S130000457","한국경마축산고등학교","04","공립","N","","1학년","남자","50.1","0.00","","10.4","","20","","43.1","","198.5","24","","0","0","0","0","14","82.4","2","11.8","1","5.9","17"
"전라북도교육청","전라북도교육청","전라북도 남원시","S130000457","한국경마축산고등학교","04","공립","N","","1학년","여자","23.7","0.00","","21","","","","27.2","","164","","","0","0","1","14.3","4","57.1","2","28.6","0","0","7"
"전라북도교육청","전라북도교육청","전라북도 남원시","S130000457","한국경마축산고등학교","04","공립","N","","2학년","남자","61.2","0.00","","15.1","","","","45.1","","217.2","","","0","0","0","0","18","81.8","4","18.2","0","0","22"
"전라북도교육청","전라북도교육청","전라북도 남원시","S130000457","한국경마축산고등학교","04","공립","N","","2학년","여자","42.3","0.00","","14.3","","","","29.1","","161.7","","","0","0","1","14.3","6","85.7","0","0","0","0","7"
"전라북도교육청","전라북도교육청","전라북도 남원시","S130000457","한국경마축산고등학교","04","공립","N","","3학년","남자","69","0.00","","16.2","","","","43","","219.3","","","0","0","0","0","23","95.8","1","4.2","0","0","24"
"전라북도교육청","전라북도교육청","전라북도 남원시","S130000457","한국경마축산고등학교","04","공립","N","","3학년","여자","46.2","0.00","","18.5","","","","30.5","","162.4","","","0","0","2","25","6","75","0","0","0","0","8"
"전라북도교육청","전라북도교육청","전라북도 완주군","S130000459","한별고등학교","04","공립","N","","1학년","여자","23.4","0.00","","15.2","","","","25.6","","137.6","23.9","","0","0","14","18.2","39","50.6","19","24.7","5","6.5","77"
"전라북도교육청","전라북도교육청","전라북도 완주군","S130000459","한별고등학교","04","공립","N","","2학년","여자","28","0.00","","20.4","","","29.1","","","155.7","23.6","","2","2.2","33","36.3","46","50.5","9","9.9","1","1.1","91"
"전라북도교육청","전라북도교육청","전라북도 완주군","S130000459","한별고등학교","04","공립","N","","3학년","여자","27.2","0.00","","18.8","","","27.7","","","155.2","24","","2","2.5","24","30","43","53.8","11","13.8","0","0","80"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130000460","함열고등학교","04","공립","N","","1학년","남자","62.4","0.00","","8.4","","","","37","","185.1","27.3","","0","0","3","25","6","50","0","0","3","25","12"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130000460","함열고등학교","04","공립","N","","2학년","남자","29","0.00","","6.7","","","","36.2","","182","24.7","","0","0","0","0","3","37.5","3","37.5","2","25","8"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130000460","함열고등학교","04","공립","N","","3학년","남자","38.8","0.00","","10.4","","","","37.8","","182.9","26.7","","0","0","1","9.1","3","27.3","3","27.3","4","36.4","11"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130000461","함열여자고등학교","04","사립","N","","1학년","여자","37.5","7.41","","18.2","","40","","32.1","10.1","155","22.7","","4","5","36","45","38","47.5","2","2.5","0","0","80"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130000461","함열여자고등학교","04","사립","N","","2학년","여자","38.3","0.00","","17.5","","8","","34.4","9.5","","23.6","","10","10.9","38","41.3","39","42.4","5","5.4","0","0","92"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130000461","함열여자고등학교","04","사립","N","","3학년","여자","35.6","0.00","","16.1","","","","32","9.2","","23.1","","15","12","49","39.2","49","39.2","12","9.6","0","0","125"
"전라북도교육청","전라북도교육청","전라북도 고창군","S130000463","해리고등학교","04","공립","N","","1학년","남자","60.5","0.00","","8.5","","","60","","","207.5","25.6","","0","0","0","0","2","100","0","0","0","0","2"
"전라북도교육청","전라북도교육청","전라북도 고창군","S130000463","해리고등학교","04","공립","N","","1학년","여자","25.5","0.00","","7.2","","","40.5","","","114.2","22.6","","0","0","2","50","0","0","0","0","2","50","4"
"전라북도교육청","전라북도교육청","전라북도 고창군","S130000463","해리고등학교","04","공립","N","","2학년","남자","48.7","0.00","","2.9","","","42","","","161.7","28.4","","0","0","1","16.7","2","33.3","1","16.7","2","33.3","6"
"전라북도교육청","전라북도교육청","전라북도 고창군","S130000463","해리고등학교","04","공립","N","","2학년","여자","28","0.00","","17","","","30","","","150","18.6","","0","0","0","0","1","100","0","0","0","0","1"
"전라북도교육청","전라북도교육청","전라북도 고창군","S130000463","해리고등학교","04","공립","N","","3학년","남자","24","0.00","","6.5","","","45","","","90","27.8","","0","0","0","0","1","50","0","0","1","50","2"
"전라북도교육청","전라북도교육청","전라북도 고창군","S130000463","해리고등학교","04","공립","N","","3학년","여자","33.7","0.00","","12.7","","","48.8","","","158.7","25.9","","1","16.7","3","50","1","16.7","0","0","1","16.7","6"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000464","호남고등학교","04","사립","N","","1학년","남자","","7.23","","16","","35.7","","","","205.6","23.5","","2","1.7","56","47.9","46","39.3","13","11.1","0","0","117"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000464","호남고등학교","04","사립","N","","2학년","남자","","7.07","","13.4","","30.9","","","","208.1","24.7","","1",".8","39","29.8","70","53.4","21","16","0","0","131"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130000464","호남고등학교","04","사립","N","","3학년","남자","","6.58","","11.4","","33.5","","","","210.7","25.2","","5","3.8","21","16.2","51","39.2","46","35.4","7","5.4","130"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000465","호남제일고등학교","04","사립","N","","1학년","남자","60.1","0.00","","12.1","","","","43.6","","220.1","22.6","","8","7","50","43.9","40","35.1","16","14","0","0","114"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000465","호남제일고등학교","04","사립","N","","1학년","여자","39.3","0.00","","14.7","","","","24.7","","171.5","21.4","","4","2.9","69","50","53","38.4","12","8.7","0","0","138"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000465","호남제일고등학교","04","사립","N","","2학년","남자","67.8","0.00","","12.5","","","","44.7","","233.3","22.8","","11","9","52","42.6","45","36.9","14","11.5","0","0","122"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000465","호남제일고등학교","04","사립","N","","2학년","여자","36.2","0.00","","14.3","","","","23.7","","159.9","22.4","","0","0","38","27.7","76","55.5","21","15.3","2","1.5","137"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000465","호남제일고등학교","04","사립","N","","3학년","남자","67","0.00","","11.4","","","","45.8","","237.9","24.5","","8","7","42","36.8","47","41.2","15","13.2","2","1.8","114"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130000465","호남제일고등학교","04","사립","N","","3학년","여자","35.6","0.00","","15.3","","","","24.6","","165.4","22.6","","1",".7","46","30.9","79","53","22","14.8","1",".7","149"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130002014","전주제일고등학교","04","공립","N","","1학년","남자","53.8","0.00","","12.1","","","","39.9","7.8","","22.9","","11","7.9","51","36.7","46","33.1","26","18.7","5","3.6","139"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130002014","전주제일고등학교","04","공립","N","","1학년","여자","32.7","0.00","","17.8","","","","26.1","9.2","","21.9","","8","6.6","51","41.8","55","45.1","8","6.6","0","0","122"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130002014","전주제일고등학교","04","공립","N","","2학년","남자","64.7","0.00","","12.4","","","","42.5","","206.9","23.1","","8","5.7","41","29.3","55","39.3","33","23.6","3","2.1","140"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130002014","전주제일고등학교","04","공립","N","","2학년","여자","40.5","0.00","","16.9","","","","26.8","","152.5","21.6","","11","8","36","26.3","73","53.3","16","11.7","1",".7","137"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130002014","전주제일고등학교","04","공립","N","","3학년","남자","65","0.00","","15.8","","","","42.3","","210.2","24.3","","7","4.8","52","35.6","58","39.7","25","17.1","4","2.7","146"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130002014","전주제일고등학교","04","공립","N","","3학년","여자","34.5","0.00","","19.5","","","","25","","148.9","22.6","","1",".8","40","32.3","65","52.4","18","14.5","0","0","124"
"전라북도교육청","전라북도교육청","전라북도 장수군","S130002456","한국마사고등학교","04","사립","N","","1학년","남자","49.6","0.00","","12.4","","36.6","","","7.4","","19.7","","0","0","3","60","2","40","0","0","0","0","5"
"전라북도교육청","전라북도교육청","전라북도 장수군","S130002456","한국마사고등학교","04","사립","N","","1학년","여자","35","0.00","","10","","21","","","8","","20.4","","0","0","2","100","0","0","0","0","0","0","2"
"전라북도교육청","전라북도교육청","전라북도 장수군","S130002456","한국마사고등학교","04","사립","N","","2학년","남자","53.4","0.00","","9.9","","29","","","7","","21.7","","1","6.3","7","43.8","4","25","2","12.5","2","12.5","16"
"전라북도교육청","전라북도교육청","전라북도 장수군","S130002456","한국마사고등학교","04","사립","N","","2학년","여자","23","0.00","","8.5","","12","","","9.5","","18.6","","0","0","1","25","1","25","2","50","0","0","4"
"전라북도교육청","전라북도교육청","전라북도 장수군","S130002456","한국마사고등학교","04","사립","N","","3학년","남자","42.4","0.00","","8.9","","33.6","","","7.4","","21.8","","3","13.6","5","22.7","7","31.8","0","0","7","31.8","22"
"전라북도교육청","전라북도교육청","전라북도 장수군","S130002456","한국마사고등학교","04","사립","N","","3학년","여자","39","0.00","","9.2","","21.6","","","8","","18.6","","0","0","3","60","1","20","1","20","0","0","5"
"전라북도교육청","전라북도교육청","전라북도 완주군","S130002471","한국게임과학고등학교","04","사립","N","","1학년","남자","42.5","0.00","76.3","6.5","","16","","33.2","8.5","195.4","24.4","","0","0","7","26.9","9","34.6","10","38.5","0","0","26"
"전라북도교육청","전라북도교육청","전라북도 완주군","S130002471","한국게임과학고등학교","04","사립","N","","1학년","여자","","0.00","48.4","8.4","","","","20.6","11.7","","24.2","","0","0","0","0","0","0","2","100","0","0","2"
"전라북도교육청","전라북도교육청","전라북도 완주군","S130002471","한국게임과학고등학교","04","사립","N","","2학년","남자","","0.00","75.8","7.9","","","","38.6","8.9","","23.7","","0","0","6","11.5","25","48.1","21","40.4","0","0","52"
"전라북도교육청","전라북도교육청","전라북도 완주군","S130002471","한국게임과학고등학교","04","사립","N","","3학년","남자","","0.00","77.3","7.7","","","","38.4","8.1","","23.8","","1","2","8","16","24","48","17","34","0","0","50"
"전라북도교육청","전라북도교육청","전라북도 완주군","S130002471","한국게임과학고등학교","04","사립","N","","3학년","여자","","0.00","54.3","12.3","","","","22.6","11","","23.1","","0","0","0","0","1","33.3","2","66.7","0","0","3"
"전라북도교육청","전라북도교육청","전라북도 군산시","S130002489","전북외국어고등학교","04","공립","N","","1학년","남자","49.8","0.00","","11.8","","","","35.9","","203.4","23.1","","0","0","12","25","27","56.3","8","16.7","1","2.1","48"
"전라북도교육청","전라북도교육청","전라북도 군산시","S130002489","전북외국어고등학교","04","공립","N","","1학년","여자","24.8","0.00","","17","","","","21.6","","142.3","21.4","","0","0","16","18","51","57.3","21","23.6","1","1.1","89"
"전라북도교육청","전라북도교육청","전라북도 군산시","S130002489","전북외국어고등학교","04","공립","N","","2학년","남자","56.4","0.00","","13.4","","","","40.5","","219.2","20.1","","0","0","9","26.5","18","52.9","7","20.6","0","0","34"
"전라북도교육청","전라북도교육청","전라북도 군산시","S130002489","전북외국어고등학교","04","공립","N","","2학년","여자","23.1","0.00","","16.6","","","","20.7","","152.4","21.5","","0","0","13","13","56","56","27","27","4","4","100"
"전라북도교육청","전라북도교육청","전라북도 군산시","S130002489","전북외국어고등학교","04","공립","N","","3학년","남자","54.3","0.00","","14.9","","","","42.3","","219.6","21.7","","0","0","17","37.8","22","48.9","6","13.3","0","0","45"
"전라북도교육청","전라북도교육청","전라북도 군산시","S130002489","전북외국어고등학교","04","공립","N","","3학년","여자","25.9","0.00","","17.8","","","","25.1","","151.9","21.2","","2","1.9","25","23.1","62","57.4","19","17.6","0","0","108"
"전라북도교육청","전라북도교육청","전라북도 김제시","S130002634","지평선고등학교","04","사립","N","","1학년","남자","59.7","0.00","","15.4","","","","51.3","","198.7","22.1","","2","10.5","11","57.9","4","21.1","1","5.3","1","5.3","19"
"전라북도교육청","전라북도교육청","전라북도 김제시","S130002634","지평선고등학교","04","사립","N","","1학년","여자","35.1","0.00","","20.9","","","","32.5","","149.2","19.6","","1","6.3","10","62.5","5","31.3","0","0","0","0","16"
"전라북도교육청","전라북도교육청","전라북도 김제시","S130002634","지평선고등학교","04","사립","N","","2학년","남자","57.4","0.00","","12.5","","","","48.3","","213.3","22.2","","0","0","9","52.9","4","23.5","3","17.6","1","5.9","17"
"전라북도교육청","전라북도교육청","전라북도 김제시","S130002634","지평선고등학교","04","사립","N","","2학년","여자","32.7","0.00","","20","","","","33.1","","150.9","21.7","","3","14.3","7","33.3","8","38.1","3","14.3","0","0","21"
"전라북도교육청","전라북도교육청","전라북도 김제시","S130002634","지평선고등학교","04","사립","N","","3학년","남자","57.3","0.00","","11.8","","","","50.4","","228.4","22.7","","1","5.6","5","27.8","10","55.6","2","11.1","0","0","18"
"전라북도교육청","전라북도교육청","전라북도 김제시","S130002634","지평선고등학교","04","사립","N","","3학년","여자","31.9","0.00","","22.1","","","","36.9","","144.7","20.5","","1","6.7","8","53.3","6","40","0","0","0","0","15"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130002635","한국한방고등학교","04","사립","N","","1학년","남자","59.3","0.00","","8.7","","","","42.4","","200.2","23.8","","2","9.1","6","27.3","7","31.8","6","27.3","1","4.5","22"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130002635","한국한방고등학교","04","사립","N","","1학년","여자","29.6","0.00","","17.6","","","","23.9","","154","21.9","","1","5.6","5","27.8","8","44.4","3","16.7","1","5.6","18"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130002635","한국한방고등학교","04","사립","N","","2학년","남자","48.3","0.00","","17.2","","","","45.3","","212","23.6","","0","0","5","26.3","11","57.9","3","15.8","0","0","19"
"전라북도교육청","전라북도교육청","전라북도 진안군","S130002635","한국한방고등학교","04","사립","N","","2학년","여자","33.2","0.00","","17.6","","","","27.8","","157.6","22.3","","1","4.5","9","40.9","11","50","1","4.5","0","0","22"
"전라북도교육청","전라북도교육청","전라북도 전주시 덕진구","S130002706","양현고등학교","04","공립","N","","1학년","남자","","10.14","","7.9","","19.8","","","","194.9","22.3","","0","0","18","14.5","57","46","40","32.3","9","7.3","124"
"전라북도교육청","전라북도교육청","전라북도 전주시 덕진구","S130002706","양현고등학교","04","공립","N","","1학년","여자","","8.28","","17.8","","30","","","","153.5","21.2","","11","8.1","60","44.1","52","38.2","13","9.6","0","0","136"
"전라북도교육청","전라북도교육청","전라북도 전주시 덕진구","S130002706","양현고등학교","04","공립","N","","2학년","남자","50.6","0.00","","12.9","","22.5","","","","208.9","24.3","","5","4.1","27","22","53","43.1","30","24.4","8","6.5","123"
"전라북도교육청","전라북도교육청","전라북도 전주시 덕진구","S130002706","양현고등학교","04","공립","N","","2학년","여자","25.9","0.00","","17.1","","23.8","","","","150","21.8","","4","2.6","44","28.9","72","47.4","30","19.7","2","1.3","152"
"전라북도교육청","전라북도교육청","전라북도 전주시 덕진구","S130002706","양현고등학교","04","공립","N","","3학년","남자","37.2","0.00","","8.5","","18.9","","","","211","23.6","","1",".8","10","8.4","38","31.9","51","42.9","19","16","119"
"전라북도교육청","전라북도교육청","전라북도 전주시 덕진구","S130002706","양현고등학교","04","공립","N","","3학년","여자","24.2","0.00","","16.6","","17","","","","150.9","22.3","","4","2.5","39","24.2","63","39.1","46","28.6","9","5.6","161"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140000162","강진고등학교","04","공립","N","","1학년","남자","46.8","0.00","","12.6","","30.8","","","","212.6","23.5","","6","8.6","24","34.3","25","35.7","13","18.6","2","2.9","70"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140000162","강진고등학교","04","공립","N","","1학년","여자","26.6","0.00","","18.5","","34","","36.8","7.5","162.5","22.5","","4","7.7","23","44.2","17","32.7","5","9.6","3","5.8","52"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140000162","강진고등학교","04","공립","N","","2학년","남자","31.5","0.00","","14.2","","25.9","","","","218.6","24.1","","0","0","8","14.3","29","51.8","15","26.8","4","7.1","56"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140000162","강진고등학교","04","공립","N","","2학년","여자","21.3","0.00","","15.8","","29.7","","","","161.2","22.5","","0","0","17","29.8","28","49.1","12","21.1","0","0","57"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140000162","강진고등학교","04","공립","N","","3학년","남자","43.3","0.00","","12.4","","30","","","","211.8","23.6","","1","1.6","5","8.2","33","54.1","19","31.1","3","4.9","61"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140000162","강진고등학교","04","공립","N","","3학년","여자","25.7","0.00","","18.6","","34.9","","","","161.2","22.9","","3","4.8","24","38.7","29","46.8","6","9.7","0","0","62"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140000163","전남생명과학고등학교","04","공립","N","","1학년","남자","41.7","0.00","","11","","","","42.4","","209","23.8","","1","1.6","18","28.1","29","45.3","13","20.3","3","4.7","64"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140000163","전남생명과학고등학교","04","공립","N","","1학년","여자","26.8","0.00","","15.2","","","","27.4","","154.6","21.9","","3","10","4","13.3","17","56.7","6","20","0","0","30"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140000163","전남생명과학고등학교","04","공립","N","","2학년","남자","53.6","0.00","","13","","","","47.6","","205.1","25","","1","1.5","10","14.7","47","69.1","10","14.7","0","0","68"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140000163","전남생명과학고등학교","04","공립","N","","2학년","여자","44.8","0.00","","16.2","","","140","28.5","","148.3","21.3","","0","0","8","32","17","68","0","0","0","0","25"
