"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","학년","성별","왕복오래달리기(회)","오래달리기걷기(초)","스텝검사(PEI)","앉아윗몸앞으로굽히기(cm)","종합유연성(점)","(무릎대고)팔굽혀펴기(회)","윗몸말아올리기(회)","악력(kg)","50m달리기(초)","제자리멀리뛰기(cm)","BMI(kg/㎡)","체지방률(%fat)","인원","%","인원","%","인원","%","인원","%","인원","%","검사인원수"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000575","이화여자외국어고등학교","04","사립","N","","2학년","여자","29.4","0.00","","17.8","","","","25","","147","22.3","","0","0","24","17.5","92","67.2","21","15.3","0","0","137"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000575","이화여자외국어고등학교","04","사립","N","","3학년","여자","28.8","0.00","","16.9","","","","25.1","","146.1","23.1","","0","0","24","18.5","75","57.7","23","17.7","8","6.2","130"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000576","한영외국어고등학교","04","사립","N","","1학년","남자","41","0.00","","15.8","","","","36.9","7.8","","22.3","","0","0","13","25.5","30","58.8","8","15.7","0","0","51"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000576","한영외국어고등학교","04","사립","N","","1학년","여자","24.7","0.00","","20.5","","","","24.5","9.7","","21.4","","0","0","70","41.2","96","56.5","4","2.4","0","0","170"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000576","한영외국어고등학교","04","사립","N","","2학년","남자","48.1","0.00","","15.2","","","","42.9","7.6","","24","","0","0","16","36.4","15","34.1","11","25","2","4.5","44"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000576","한영외국어고등학교","04","사립","N","","2학년","여자","25.7","0.00","","17.4","","","","26","9.5","","21.3","","1",".5","49","26.6","98","53.3","31","16.8","5","2.7","184"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000576","한영외국어고등학교","04","사립","N","","3학년","남자","45.9","0.00","","12","","","","45.8","7.2","","24","","0","0","15","33.3","25","55.6","5","11.1","0","0","45"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000576","한영외국어고등학교","04","사립","N","","3학년","여자","24.8","0.00","","14.6","","","","26.5","9.4","","22","","0","0","46","27.5","96","57.5","24","14.4","1",".6","167"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000577","서울로봇고등학교","04","공립","N","","1학년","남자","56.7","0.00","","9.6","","","","42.3","","200.2","23.5","","6","4.1","41","28.3","67","46.2","31","21.4","0","0","145"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000577","서울로봇고등학교","04","공립","N","","1학년","여자","29.2","0.00","","8.6","","","","27.2","","145.4","22.1","","0","0","0","0","4","80","1","20","0","0","5"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000577","서울로봇고등학교","04","공립","N","","2학년","남자","62.2","0.00","","10.2","","","79.9","","","209.3","23.6","","8","5.8","54","39.4","48","35","24","17.5","3","2.2","137"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000577","서울로봇고등학교","04","공립","N","","2학년","여자","29.2","0.00","","16","","","41.9","","","155.4","22.1","","1","7.7","7","53.8","5","38.5","0","0","0","0","13"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000577","서울로봇고등학교","04","공립","N","","3학년","남자","35","0.00","","8.9","","","49.2","","","204","23.1","","0","0","23","16.1","53","37.1","56","39.2","11","7.7","143"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000577","서울로봇고등학교","04","공립","N","","3학년","여자","0","0.00","","18.3","","","39.8","","","158.8","21.2","","0","0","1","16.7","5","83.3","0","0","0","0","6"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000578","강서공업고등학교","04","공립","N","","1학년","남자","45.4","0.00","","9.7","","","76.7","37.7","","195.1","23.5","","1",".9","25","22.5","40","36","40","36","5","4.5","111"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000578","강서공업고등학교","04","공립","N","","1학년","여자","26.7","0.00","","19.9","","","40","24.6","","145.5","21.8","","0","0","6","24","14","56","4","16","1","4","25"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000578","강서공업고등학교","04","공립","N","","2학년","남자","52.4","0.00","","10.7","","","","41.8","","199.2","24.5","","1",".7","29","20.9","63","45.3","37","26.6","9","6.5","139"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000578","강서공업고등학교","04","공립","N","","2학년","여자","28.7","0.00","","13","","","","24.9","","133.8","21.3","","0","0","4","17.4","11","47.8","8","34.8","0","0","23"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000578","강서공업고등학교","04","공립","N","","3학년","남자","55.3","0.00","","8.6","","","","43.6","","202.4","24","","2","1.3","24","16","63","42","51","34","10","6.7","150"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000578","강서공업고등학교","04","공립","N","","3학년","여자","35.2","0.00","","18.7","","","","27.7","","136.3","21.6","","0","0","6","28.6","14","66.7","1","4.8","0","0","21"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000579","경기기계공업고등학교","04","공립","N","","1학년","남자","70","11.9","","9.5","","44","","40.4","6.8","188.3","24.4","","2",".8","33","13.1","89","35.3","97","38.5","31","12.3","252"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000579","경기기계공업고등학교","04","공립","N","","1학년","여자","46","10.53","","16","","","","27.1","","140.5","21.4","","0","0","3","37.5","0","0","4","50","1","12.5","8"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000579","경기기계공업고등학교","04","공립","N","","2학년","남자","","11.00","","8.9","","","","43.3","","192","24.8","","0","0","24","7.3","127","38.4","144","43.5","36","10.9","331"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000579","경기기계공업고등학교","04","공립","N","","2학년","여자","","13.18","","9.7","","","","29.2","","156.9","18.7","","0","0","1","11.1","4","44.4","2","22.2","2","22.2","9"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000579","경기기계공업고등학교","04","공립","N","","3학년","남자","","10.21","","11.3","","","","45.5","","205.3","25.4","","0","0","30","7.9","164","43","155","40.7","32","8.4","381"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000579","경기기계공업고등학교","04","공립","N","","3학년","여자","","15.29","","2","","","","29.7","","155","25.8","","0","0","0","0","0","0","2","100","0","0","2"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000580","광운인공지능고등학교","04","사립","N","","1학년","남자","46.6","0.00","","9.7","","","","40.5","","217.6","24.6","","1",".6","49","31","67","42.4","36","22.8","5","3.2","158"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000580","광운인공지능고등학교","04","사립","N","","2학년","남자","55.9","0.00","","11.2","","","","42.8","","213.3","23.9","","6","3.2","65","34.2","61","32.1","48","25.3","10","5.3","190"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000580","광운인공지능고등학교","04","사립","N","","3학년","남자","48","0.00","","13","","","","45.1","","212.1","25.6","","3","1.5","54","27.4","71","36","57","28.9","12","6.1","197"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000581","단국대학교부속소프트웨어고등학교","04","사립","N","","1학년","남자","40","0.00","","8.5","","","66.6","","8","","23.7","","1","1","20","20.4","39","39.8","36","36.7","2","2","98"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000581","단국대학교부속소프트웨어고등학교","04","사립","N","","2학년","남자","42.4","0.00","","11","","","38.9","","8.1","","23","","4","4","17","16.8","44","43.6","31","30.7","5","5","101"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000581","단국대학교부속소프트웨어고등학교","04","사립","N","","3학년","남자","32.9","0.00","","10.9","","","59.5","","9.8","","25.9","","0","0","5","9.1","21","38.2","19","34.5","10","18.2","55"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000582","덕일전자공업고등학교","04","사립","N","","1학년","남자","70","0.00","90.7","11.5","","","","38.1","","185.3","24.8","","0","0","12","26.7","31","68.9","2","4.4","0","0","45"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000582","덕일전자공업고등학교","04","사립","N","","1학년","여자","","0.00","59.6","11.8","","","","25.6","","138.2","20.2","","0","0","2","15.4","9","69.2","2","15.4","0","0","13"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000582","덕일전자공업고등학교","04","사립","N","","2학년","남자","34","8.44","90.3","12.1","","","","39.4","","207.2","23.6","","2","3.4","20","33.9","28","47.5","9","15.3","0","0","59"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000582","덕일전자공업고등학교","04","사립","N","","2학년","여자","","0.00","65","13","","","","35.5","","179.7","21.7","","1","33.3","1","33.3","1","33.3","0","0","0","0","3"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000582","덕일전자공업고등학교","04","사립","N","","3학년","남자","","0.00","91.7","11.5","","","","41.6","","215.6","24.2","","1","1.6","23","37.7","32","52.5","5","8.2","0","0","61"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000582","덕일전자공업고등학교","04","사립","N","","3학년","여자","","0.00","60.8","14.4","","","","28.3","","160.8","23.6","","0","0","2","25","5","62.5","1","12.5","0","0","8"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000583","서울디자인고등학교","04","사립","N","","1학년","남자","57.1","7.30","","11.7","","55.5","","42.6","7.8","247","23.4","","5","3.7","54","39.7","55","40.4","21","15.4","1",".7","136"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000583","서울디자인고등학교","04","사립","N","","1학년","여자","33.5","6.15","","16","","","40","26.9","9.8","151","21.6","","5","3.3","64","42.4","67","44.4","15","9.9","0","0","151"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000583","서울디자인고등학교","04","사립","N","","2학년","남자","62.1","0.00","","11.9","","","","45.5","7.4","265","23.8","","10","6.5","54","35.1","76","49.4","14","9.1","0","0","154"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000583","서울디자인고등학교","04","사립","N","","2학년","여자","34.2","0.00","","18.4","","","","28.5","9.4","","22.4","","14","8.4","68","41","66","39.8","18","10.8","0","0","166"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000583","서울디자인고등학교","04","사립","N","","3학년","남자","63.8","0.00","","13.3","","","","48","7.4","","23.7","","5","4.2","54","45","52","43.3","9","7.5","0","0","120"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000583","서울디자인고등학교","04","사립","N","","3학년","여자","31.4","0.00","","16","","","","28.1","9.4","","22.8","","4","2.3","61","34.9","88","50.3","20","11.4","2","1.1","175"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000584","동양고등학교","04","사립","N","","1학년","남자","","6.35","","13.8","","","82.6","","","225.3","23.8","","23","14.9","76","49.4","49","31.8","6","3.9","0","0","154"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000584","동양고등학교","04","사립","N","","2학년","남자","","7.20","","13","","","48.6","","","221.4","24.1","","5","2.9","42","24.6","102","59.6","22","12.9","0","0","171"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000584","동양고등학교","04","사립","N","","3학년","남자","","6.23","","16.2","","","84.5","","","241.2","24.4","","14","9.7","96","66.2","34","23.4","1",".7","0","0","145"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000585","서울방송고등학교","04","공립","N","","1학년","남자","47.9","0.00","","9.5","","80","","38.6","","192.9","24.4","","3","3.4","14","15.9","31","35.2","35","39.8","5","5.7","88"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000585","서울방송고등학교","04","공립","N","","1학년","여자","29.4","0.00","","15","","","","22.8","","138.8","22.5","","0","0","9","15.5","29","50","16","27.6","4","6.9","58"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000585","서울방송고등학교","04","공립","N","","2학년","남자","54.3","0.00","","12.1","","","","40.7","","191.9","23.1","","1","1.3","14","17.7","38","48.1","24","30.4","2","2.5","79"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000585","서울방송고등학교","04","공립","N","","2학년","여자","30.8","0.00","","16.5","","","","24.2","","138.8","23.3","","0","0","12","14.5","44","53","26","31.3","1","1.2","83"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000585","서울방송고등학교","04","공립","N","","3학년","남자","59.4","0.00","","11","","","","40.9","","220.5","23","","2","2.2","25","27.5","44","48.4","17","18.7","3","3.3","91"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000585","서울방송고등학교","04","공립","N","","3학년","여자","33.1","0.00","","17.2","","","","26","","157.7","22.5","","2","2.4","26","31.3","44","53","9","10.8","2","2.4","83"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000586","상일미디어고등학교","04","사립","N","","1학년","남자","","6.16","","10","","","","39.8","","220.6","23.3","","12","8.7","56","40.6","62","44.9","8","5.8","0","0","138"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000586","상일미디어고등학교","04","사립","N","","1학년","여자","","6.25","","16.9","","","","27.9","","165.5","22.2","","9","9.4","54","56.3","32","33.3","1","1","0","0","96"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000586","상일미디어고등학교","04","사립","N","","2학년","남자","","6.40","","13.4","","","","42.2","","226.8","24.5","","4","3.3","46","38.3","54","45","16","13.3","0","0","120"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000586","상일미디어고등학교","04","사립","N","","2학년","여자","","6.27","","18","","","","25.6","","175.7","22.3","","6","5","68","56.7","42","35","4","3.3","0","0","120"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000586","상일미디어고등학교","04","사립","N","","3학년","남자","","6.28","","12.5","","","","43.4","","233.2","23.1","","6","4.5","48","36.1","60","45.1","18","13.5","1",".8","133"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000586","상일미디어고등학교","04","사립","N","","3학년","여자","","6.37","","17.8","","","","30.5","","173.3","21.7","","8","5.8","84","60.4","46","33.1","1",".7","0","0","139"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000587","미래산업과학고등학교","04","사립","N","","1학년","남자","50.5","0.00","","11.7","","","","41.8","8.1","","22.9","","3","2.5","39","32.2","54","44.6","25","20.7","0","0","121"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000587","미래산업과학고등학교","04","사립","N","","1학년","여자","33.3","0.00","","17","","","","26.3","10.2","","22.6","","2","4","13","26","32","64","3","6","0","0","50"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000587","미래산업과학고등학교","04","사립","N","","2학년","남자","40","0.00","","8.5","","","","43.9","8.3","","24.8","","0","0","17","14","50","41.3","46","38","8","6.6","121"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000587","미래산업과학고등학교","04","사립","N","","2학년","여자","21.5","0.00","","14.2","","","","25.4","10.5","","22.4","","1","1.6","12","19.4","24","38.7","24","38.7","1","1.6","62"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000587","미래산업과학고등학교","04","사립","N","","3학년","남자","62.9","0.00","","18.2","","","","45.9","7.9","","23.5","","5","3.6","52","38","68","49.6","12","8.8","0","0","137"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000587","미래산업과학고등학교","04","사립","N","","3학년","여자","40.1","0.00","","24.3","","","","27.6","9.5","","22.4","","3","5.1","35","59.3","19","32.2","2","3.4","0","0","59"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000588","서울공업고등학교","04","공립","N","","1학년","남자","63.9","8.55","","10.2","","23.5","90","42.2","7.5","197.1","24.2","","12","4.1","89","30.4","127","43.3","59","20.1","6","2","293"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000588","서울공업고등학교","04","공립","N","","1학년","여자","31.6","0.00","","16","","","","27.3","","142.6","23.4","","2","3.6","12","21.4","28","50","12","21.4","2","3.6","56"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000588","서울공업고등학교","04","공립","N","","2학년","남자","60.2","0.00","","12","","78","","45.7","6.6","205.6","23.7","","13","3.4","126","33.2","148","39.1","80","21.1","12","3.2","379"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000588","서울공업고등학교","04","공립","N","","2학년","여자","39.8","0.00","","16.5","","","","27.2","","141.5","22","","0","0","19","29.7","35","54.7","10","15.6","0","0","64"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000588","서울공업고등학교","04","공립","N","","3학년","남자","64.8","0.00","","12.1","","","","45.8","","207.8","24.2","","5","1.2","134","32.8","158","38.6","99","24.2","13","3.2","409"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000588","서울공업고등학교","04","공립","N","","3학년","여자","42","0.00","","17.2","","","","27.2","","148","21.8","","0","0","21","31.8","37","56.1","6","9.1","2","3","66"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000589","서울디지텍고등학교","04","사립","N","","1학년","남자","","0.00","87.1","8.3","","","","36.1","","201.9","22.7","","1","1.4","24","32.9","41","56.2","6","8.2","1","1.4","73"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000589","서울디지텍고등학교","04","사립","N","","1학년","여자","","0.00","53.2","15.8","","","","23.7","","148.9","22.4","","0","0","3","16.7","12","66.7","3","16.7","0","0","18"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000589","서울디지텍고등학교","04","사립","N","","2학년","남자","","0.00","87.4","9.3","","","","38.8","","199.8","24","","0","0","14","21.5","42","64.6","9","13.8","0","0","65"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000589","서울디지텍고등학교","04","사립","N","","2학년","여자","","0.00","56","15.2","","","","28.5","","153.4","25.3","","0","0","1","8.3","9","75","2","16.7","0","0","12"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000589","서울디지텍고등학교","04","사립","N","","3학년","남자","","0.00","86.5","11.9","","","","38.5","","208.7","24.4","","1","1.2","16","19","55","65.5","12","14.3","0","0","84"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000589","서울디지텍고등학교","04","사립","N","","3학년","여자","","0.00","53.9","15.7","","","","25","","150.8","22.5","","0","0","3","20","9","60","3","20","0","0","15"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000590","서울도시과학기술고등학교","04","공립","N","","1학년","남자","43.2","0.00","","15","","","","45.3","","174","23.4","","2","1.9","35","32.4","50","46.3","20","18.5","1",".9","108"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000590","서울도시과학기술고등학교","04","공립","N","","1학년","여자","24.1","0.00","","14.4","","","","26.3","","143.4","20.2","","1","11.1","1","11.1","4","44.4","3","33.3","0","0","9"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000590","서울도시과학기술고등학교","04","공립","N","","2학년","남자","57.6","0.00","","12","","","","45","","217","23","","4","3.4","35","30.2","62","53.4","13","11.2","2","1.7","116"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000590","서울도시과학기술고등학교","04","공립","N","","2학년","여자","31.8","0.00","","20.5","","","","29.2","","162.5","21.3","","0","0","9","64.3","5","35.7","0","0","0","0","14"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000590","서울도시과학기술고등학교","04","공립","N","","3학년","남자","51.5","0.00","","12.6","","","","48.4","","216.8","24.3","","1",".9","29","25","59","50.9","25","21.6","2","1.7","116"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000590","서울도시과학기술고등학교","04","공립","N","","3학년","여자","32","0.00","","17.9","","","","28.5","","173.4","20.8","","0","0","6","46.2","6","46.2","1","7.7","0","0","13"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000591","성동공업고등학교","04","공립","N","","1학년","남자","53.7","0.00","91.9","11.2","","35.5","","40.9","6.8","199.1","23.7","","4","2.7","37","25.3","78","53.4","27","18.5","0","0","146"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000591","성동공업고등학교","04","공립","N","","1학년","여자","29.6","0.00","","18.9","","","","26.4","","146.1","23.7","","0","0","7","28","17","68","1","4","0","0","25"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000591","성동공업고등학교","04","공립","N","","2학년","남자","51.6","0.00","","10.9","","","","43.1","","202.2","24.2","","1",".4","47","20.3","108","46.6","69","29.7","7","3","232"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000591","성동공업고등학교","04","공립","N","","2학년","여자","33","0.00","","15","","","","29.6","","150.7","24.2","","0","0","8","30.8","16","61.5","2","7.7","0","0","26"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000591","성동공업고등학교","04","공립","N","","3학년","남자","60","0.00","","11.9","","","","44.8","","207","24","","3","1.2","63","24.2","118","45.4","71","27.3","5","1.9","260"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000591","성동공업고등학교","04","공립","N","","3학년","여자","32.5","0.00","","11.5","","","","26","","139.6","21.4","","0","0","1","5.9","10","58.8","6","35.3","0","0","17"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000592","성수공업고등학교","04","공립","N","","1학년","남자","46.3","0.00","","13.2","","","","41.1","","220","26.6","","0","0","4","36.4","4","36.4","3","27.3","0","0","11"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000592","성수공업고등학교","04","공립","N","","2학년","남자","53.1","0.00","","10.8","","","","48.8","","230.6","27","","0","0","13","28.9","32","71.1","0","0","0","0","45"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000592","성수공업고등학교","04","공립","N","","3학년","남자","53.1","0.00","","10.3","","","","48.3","","225.9","24.8","","0","0","6","14.3","34","81","2","4.8","0","0","42"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000593","서울인공지능고등학교","04","공립","N","","1학년","남자","43.3","0.00","","12.8","","","","38.4","","200.1","23.5","","1","1","18","18","48","48","30","30","3","3","100"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000593","서울인공지능고등학교","04","공립","N","","1학년","여자","22.2","0.00","","16.6","","","","24.4","18.5","147.1","22.1","","0","0","2","14.3","9","64.3","2","14.3","1","7.1","14"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000593","서울인공지능고등학교","04","공립","N","","2학년","남자","42.3","0.00","","10.1","","","64.2","","7.6","","25","","0","0","15","12.2","48","39","46","37.4","14","11.4","123"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000593","서울인공지능고등학교","04","공립","N","","2학년","여자","20.5","0.00","","17.2","","","42.2","","11.1","","26.5","","0","0","2","15.4","6","46.2","3","23.1","2","15.4","13"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000593","서울인공지능고등학교","04","공립","N","","3학년","남자","49.4","0.00","","13.5","","28.9","","","7.8","","24.5","","8","5.6","32","22.2","44","30.6","46","31.9","14","9.7","144"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000593","서울인공지능고등학교","04","공립","N","","3학년","여자","23.9","0.00","","16.2","","25.2","","","9.6","","22.8","","1","5.6","2","11.1","8","44.4","5","27.8","2","11.1","18"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000594","수도전기공업고등학교","04","사립","N","","1학년","남자","","0.00","76.2","8.5","","","","40.1","","204.2","24.5","","0","0","56","34.6","91","56.2","15","9.3","0","0","162"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000594","수도전기공업고등학교","04","사립","N","","1학년","여자","","0.00","61","16","","","","27.4","","153.8","21.8","","0","0","15","44.1","19","55.9","0","0","0","0","34"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000594","수도전기공업고등학교","04","사립","N","","2학년","남자","","0.00","74","11","","","","41.1","","202.8","24.6","","0","0","41","26.1","96","61.1","20","12.7","0","0","157"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000594","수도전기공업고등학교","04","사립","N","","2학년","여자","","0.00","57.7","15.6","","","","28.5","","144.2","22.5","","0","0","10","33.3","19","63.3","1","3.3","0","0","30"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000594","수도전기공업고등학교","04","사립","N","","3학년","남자","","0.00","73.6","10.4","","","","42.6","","214.2","24.3","","0","0","37","23.6","102","65","18","11.5","0","0","157"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000594","수도전기공업고등학교","04","사립","N","","3학년","여자","","0.00","60","16.5","","","","27.8","","155.5","21.7","","0","0","16","48.5","14","42.4","3","9.1","0","0","33"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000595","신진과학기술고등학교","04","사립","N","","1학년","남자","","0.00","75.6","8.6","","","","38.9","7.5","196.7","24.6","","1",".8","33","25.2","85","64.9","12","9.2","0","0","131"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000595","신진과학기술고등학교","04","사립","N","","1학년","여자","","0.00","59.2","12.6","","","","26.4","","142.5","23","","0","0","2","11.1","15","83.3","1","5.6","0","0","18"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000595","신진과학기술고등학교","04","사립","N","","2학년","남자","","0.00","75","9.1","","","","40.4","","197.4","25","","0","0","10","9.7","82","79.6","11","10.7","0","0","103"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000595","신진과학기술고등학교","04","사립","N","","2학년","여자","","0.00","57.9","14.7","","","","26.5","","138.3","25.7","","0","0","1","33.3","1","33.3","1","33.3","0","0","3"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000595","신진과학기술고등학교","04","사립","N","","3학년","남자","","0.00","77.1","10.6","","","","40.5","","211.4","24.2","","1",".7","36","24.5","92","62.6","18","12.2","0","0","147"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000595","신진과학기술고등학교","04","사립","N","","3학년","여자","","0.00","60.9","13.8","","","","28.4","","166.8","23.6","","0","0","1","25","3","75","0","0","0","0","4"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000596","영등포공업고등학교","04","사립","N","","1학년","남자","76.2","7.41","","13.2","","46.9","89","36.6","7.4","203.3","24.4","","22","20.6","30","28","54","50.5","1",".9","0","0","107"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000596","영등포공업고등학교","04","사립","N","","2학년","남자","","7.12","","12","","47.8","","","7.2","","24.2","","24","24","24","24","48","48","4","4","0","0","100"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000596","영등포공업고등학교","04","사립","N","","3학년","남자","","7.34","","12.1","","50.3","","","7.4","","24.6","","6","7.2","19","22.9","51","61.4","6","7.2","1","1.2","83"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000597","용산철도고등학교","04","공립","N","","1학년","남자","","0.00","89.5","11","","","","39.1","","211.1","24.6","","4","3.3","52","42.6","65","53.3","1",".8","0","0","122"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000597","용산철도고등학교","04","공립","N","","1학년","여자","","0.00","55.1","16.4","","","","27.2","","181.2","23.9","","0","0","3","37.5","5","62.5","0","0","0","0","8"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000597","용산철도고등학교","04","공립","N","","2학년","남자","","0.00","89.1","10.9","","","","41.2","","211.2","24.6","","1",".6","54","33.5","103","64","3","1.9","0","0","161"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000597","용산철도고등학교","04","공립","N","","2학년","여자","","0.00","53.6","10.9","","","","24.8","","182.8","20.1","","0","0","4","33.3","8","66.7","0","0","0","0","12"
